Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
872,Snom,NULL,NULL,0.3,3.8,Ice,Bug,50.0,50.0,50,Sword,30,25,35,45,30,20,185,0,0,0,1,0,0,1,190,Medium Fast,1000000,Bug,NULL,20
873,Frosmoth,NULL,NULL,1.3,42.0,Ice,Bug,50.0,50.0,50,Sword,70,65,60,125,90,65,475,0,0,0,2,0,0,2,75,Medium Fast,1000000,Bug,NULL,20
874,Stonjourner,NULL,NULL,2.5,520.0,Rock,NULL,50.0,50.0,50,Sword,100,125,135,20,20,70,470,0,0,2,0,0,0,2,60,Slow,1250000,Mineral,NULL,25
875,Eiscue,NULL,NULL,1.4,89.0,Ice,NULL,50.0,50.0,50,Sword,75,80,110,65,90,50,470,0,0,2,0,0,0,2,60,Slow,1250000,Water 1,Field,25
875,Eiscue,Noice,NULL,1.4,89.0,Ice,NULL,50.0,50.0,50,Sword,75,80,70,65,50,130,470,0,0,2,0,0,0,2,60,Slow,1250000,Water 1,Field,25
876,Indeedee,NULL,NULL,0.9,28.0,Psychic,Normal,100.0,0.0,140,Sword,60,65,55,105,95,95,475,0,0,0,2,0,0,2,30,Fast,800000,Fairy,NULL,40
876,Indeedee,Female,NULL,0.9,28.0,Psychic,Normal,0.0,100.0,140,Sword,70,55,65,95,105,85,475,0,0,0,0,2,0,2,30,Fast,800000,Fairy,NULL,40
877,Morpeko,NULL,NULL,0.3,3.0,Electric,Dark,50.0,50.0,50,Sword,58,95,58,70,58,97,436,0,0,0,0,0,2,2,180,Medium Fast,1000000,Field,Fairy,10
878,Cufant,NULL,NULL,1.2,100.0,Steel,NULL,50.0,50.0,50,Sword,72,80,49,40,49,40,330,0,1,0,0,0,0,1,190,Medium Fast,1000000,Field,Mineral,25
879,Copperajah,NULL,NULL,3.0,650.0,Steel,NULL,50.0,50.0,50,Sword,122,130,69,80,69,30,500,0,2,0,0,0,0,2,90,Medium Fast,1000000,Field,Mineral,25
880,Dracozolt,NULL,NULL,1.8,190.0,Electric,Dragon,0.0,0.0,50,Sword,90,100,90,80,70,75,505,0,2,0,0,0,0,2,45,Slow,1250000,No Eggs Discovered,NULL,35
881,Arctozolt,NULL,NULL,2.3,150.0,Electric,Ice,0.0,0.0,50,Sword,90,100,90,90,80,55,505,0,2,0,0,0,0,2,45,Slow,1250000,No Eggs Discovered,NULL,35
882,Dracovish,NULL,NULL,2.3,215.0,Water,Dragon,0.0,0.0,50,Sword,90,90,100,70,80,75,505,0,0,2,0,0,0,2,45,Slow,1250000,No Eggs Discovered,NULL,35
883,Arctovish,NULL,NULL,2.0,175.0,Water,Ice,0.0,0.0,50,Sword,90,90,100,80,90,55,505,0,0,2,0,0,0,2,45,Slow,1250000,No Eggs Discovered,NULL,35
884,Duraludon,NULL,NULL,1.8,40.0,Steel,Dragon,50.0,50.0,50,Sword,70,95,115,120,50,85,535,0,0,0,2,0,0,2,45,Medium Fast,1000000,Mineral,Dragon,30
885,Dreepy,NULL,NULL,0.5,2.0,Dragon,Ghost,50.0,50.0,50,Sword,28,60,30,40,30,82,270,0,0,0,0,0,1,1,45,Slow,1250000,Amorphous,Dragon,40
886,Drakloak,NULL,NULL,1.4,11.0,Dragon,Ghost,50.0,50.0,50,Sword,68,80,50,60,50,102,410,0,0,0,0,0,2,2,45,Slow,1250000,Amorphous,Dragon,40
887,Dragapult,NULL,NULL,3.0,50.0,Dragon,Ghost,50.0,50.0,50,Sword,88,120,75,100,75,142,600,0,0,0,0,0,3,3,45,Slow,1250000,Amorphous,Dragon,40
888,Zacian,NULL,Legendary,2.8,110.0,Fairy,NULL,0.0,0.0,0,Sword,92,120,115,80,115,138,660,0,0,0,0,0,3,3,10,Slow,1250000,No Eggs Discovered,NULL,120
888,Zacian,Crowned,Legendary,2.8,355.0,Fairy,Steel,0.0,0.0,0,Sword,92,150,115,80,115,148,700,0,0,0,0,0,3,3,10,Slow,1250000,No Eggs Discovered,NULL,120
889,Zamazenta,NULL,Legendary,2.9,210.0,Fighting,NULL,0.0,0.0,0,Sword,92,120,115,80,115,138,660,0,0,0,0,0,3,3,10,Slow,1250000,No Eggs Discovered,NULL,120
889,Zamazenta,Crowned,Legendary,2.9,785.0,Fighting,Steel,0.0,0.0,0,Sword,92,120,140,80,140,128,700,0,0,0,0,0,3,3,10,Slow,1250000,No Eggs Discovered,NULL,120
890,Eternatus,NULL,Legendary,20.0,950.0,Poison,Dragon,0.0,0.0,0,Sword,140,85,95,145,95,130,690,3,0,0,0,0,0,3,255,Slow,1250000,No Eggs Discovered,NULL,120
890,Eternatus,Eternamax,Legendary,100.0,0.0,Poison,Dragon,0.0,0.0,0,Sword,255,115,250,125,250,130,1125,3,0,0,0,0,0,3,255,Slow,1250000,No Eggs Discovered,NULL,120
891,Kubfu,NULL,Sub-Legendary,0.6,12.0,Fighting,NULL,87.5,12.5,0,Sword,60,90,60,53,50,72,385,0,1,0,0,0,0,1,3,Slow,1250000,No Eggs Discovered,NULL,120
892,Urshifu,NULL,Sub-Legendary,1.9,105.0,Fighting,Dark,87.5,12.5,0,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
892,Urshifu,NULL,Sub-Legendary,1.9,105.0,Fighting,Dark,87.5,12.5,0,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
892,Urshifu,Rapid Strike,Sub-Legendary,1.9,105.0,Fighting,Water,87.5,12.5,0,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
892,Urshifu,Rapid Strike,Sub-Legendary,1.9,105.0,Fighting,Water,87.5,12.5,0,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
892,Urshifu,Rapid Strike Gigantamax,Sub-Legendary,29.0,0.0,Fighting,Water,87.5,12.5,0,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,Erratic,600000,No Eggs Discovered,NULL,5
893,Zarude,NULL,Mythical,1.8,70.0,Dark,Grass,0.0,0.0,0,Sword,105,120,105,70,95,105,600,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
893,Zarude,Dada,Mythical,1.8,70.0,Dark,Grass,0.0,0.0,0,Sword,105,120,105,70,95,105,600,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
894,Regieleki,NULL,Sub-Legendary,1.2,145.0,Electric,NULL,0.0,0.0,35,Sword,80,100,50,100,50,200,580,0,0,0,0,0,3,3,3,Slow,1250000,No Eggs Discovered,NULL,120
895,Regidrago,NULL,Sub-Legendary,2.1,200.0,Dragon,NULL,0.0,0.0,35,Sword,200,100,50,100,50,80,580,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
896,Glastrier,NULL,Sub-Legendary,2.2,800.0,Ice,NULL,0.0,0.0,0,Sword,100,145,130,65,110,30,580,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
897,Spectrier,NULL,Sub-Legendary,2.0,44.5,Ghost,NULL,0.0,0.0,0,Sword,100,65,60,145,80,130,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
898,Calyrex,NULL,Legendary,1.1,7.7,Psychic,Grass,0.0,0.0,0,Sword,100,80,80,80,80,80,500,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
898,Calyrex,Ice Rider,Legendary,1.1,7.7,Psychic,Ice,0.0,0.0,0,Sword,100,165,150,85,130,50,680,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
898,Calyrex,Shadow Rider,Legendary,1.1,7.7,Psychic,Ghost,0.0,0.0,0,Sword,100,85,80,165,100,150,680,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
899,Wyrdeer,NULL,NULL,1.8,95.1,Normal,Psychic,50.0,50.0,0,Legends Arceus,103,105,72,105,75,65,525,0,1,0,0,0,0,1,135,Slow,1250000,Field,NULL,20
899,Wyrdeer,NULL,NULL,1.8,95.1,Normal,Psychic,50.0,50.0,0,Legends Arceus,103,105,72,105,75,65,525,0,1,0,0,0,0,1,135,Slow,1250000,Field,NULL,20
900,Kleavor,NULL,NULL,1.8,89.0,Bug,Rock,50.0,50.0,0,Legends Arceus,70,130,95,45,75,85,500,0,2,0,0,0,0,2,115,Medium Fast,1000000,Bug,NULL,25
901,Ursaluna,NULL,NULL,2.4,290.0,Ground,Normal,50.0,50.0,0,Legends Arceus,130,140,105,45,80,50,550,0,3,0,0,0,0,3,75,Medium Fast,1000000,Field,NULL,20
901,Ursaluna,NULL,NULL,2.4,290.0,Ground,Normal,50.0,50.0,0,Legends Arceus,130,140,105,45,80,50,550,0,3,0,0,0,0,3,75,Medium Fast,1000000,Field,NULL,20
901,Ursaluna,Bloodmoon,NULL,2.4,290.0,Ground,Normal,50.0,50.0,0,Scarlet,113,70,120,135,65,52,555,0,0,0,3,0,0,3,20,Medium Fast,1000000,Field,NULL,20
902,Basculegion,Female,NULL,3.0,110.0,Water,Ghost,0.0,100.0,0,Legends Arceus,120,92,65,100,75,78,530,2,0,0,0,0,0,2,135,Medium Fast,1000000,Water 2,NULL,40
902,Basculegion,NULL,NULL,3.0,110.0,Water,Ghost,100.0,0.0,0,Legends Arceus,120,112,65,80,75,78,530,2,0,0,0,0,0,2,135,Medium Fast,1000000,Water 2,NULL,40
903,Sneasler,NULL,NULL,1.3,43.0,Fighting,Poison,50.0,50.0,0,Legends Arceus,80,130,60,40,80,120,510,0,1,0,0,0,1,2,135,Medium Slow,1059860,Field,NULL,20
904,Overqwil,NULL,NULL,2.5,60.5,Dark,Poison,50.0,50.0,0,Legends Arceus,85,115,95,65,65,85,510,0,1,0,0,0,0,1,135,Medium Fast,1000000,Water 2,NULL,20
904,Overqwil,NULL,NULL,2.5,60.5,Dark,Poison,50.0,50.0,0,Legends Arceus,85,115,95,65,65,85,510,0,1,0,0,0,0,1,135,Medium Fast,1000000,Water 2,NULL,20
905,Enamorus,NULL,Sub-Legendary,1.6,48.0,Fairy,Flying,0.0,100.0,0,Legends Arceus,74,115,70,135,80,106,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
905,Enamorus,Therian,Sub-Legendary,1.6,48.0,Fairy,Flying,0.0,100.0,0,Legends Arceus,74,115,110,135,100,46,580,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
906,Sprigatito,NULL,NULL,0.4,4.1,Grass,NULL,87.5,12.5,50,Scarlet,40,61,54,45,45,65,310,0,0,0,0,0,1,1,45,Medium Slow,1059860,Field,Grass,20
907,Floragato,NULL,NULL,0.9,12.2,Grass,NULL,87.5,12.5,50,Scarlet,61,80,63,60,63,83,410,0,0,0,0,0,2,2,45,Medium Slow,1059860,Field,Grass,20
908,Meowscarada,NULL,NULL,1.5,31.2,Grass,Dark,87.5,12.5,50,Scarlet,76,110,70,81,70,123,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Field,Grass,20
909,Fuecoco,NULL,NULL,0.4,4.1,Fire,NULL,87.5,12.5,50,Scarlet,67,45,59,63,40,36,310,1,0,0,0,0,0,1,45,Medium Slow,1059860,Field,NULL,20
910,Crocalor,NULL,NULL,1.0,30.7,Fire,NULL,87.5,12.5,50,Scarlet,81,55,78,49,58,90,411,0,0,0,2,0,0,2,45,Medium Slow,1059860,Field,NULL,20
911,Skeledirge,NULL,NULL,1.6,326.5,Fire,Ghost,87.5,12.5,50,Scarlet,104,75,100,110,75,66,530,0,0,0,3,0,0,3,45,Medium Slow,1059860,Field,NULL,20
912,Quaxly,NULL,NULL,0.5,6.1,Water,NULL,87.5,12.5,50,Scarlet,55,65,45,50,45,50,310,0,1,0,0,0,0,1,45,Medium Slow,1059860,Flying,Water 1,20
913,Quaxwell,NULL,NULL,1.2,21.5,Water,NULL,87.5,12.5,50,Scarlet,70,85,65,65,60,65,410,0,2,0,0,0,0,2,45,Medium Slow,1059860,Flying,Water 1,20
914,Quaquaval,NULL,NULL,1.8,61.9,Water,Fighting,87.5,12.5,50,Scarlet,85,120,80,85,75,85,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,Flying,Water 1,20
915,Lechonk,NULL,NULL,0.5,10.2,Normal,NULL,50.0,50.0,50,Scarlet,54,45,40,35,45,35,254,1,0,0,0,0,0,1,255,Medium Fast,1000000,Field,NULL,15
916,Oinkologne,NULL,NULL,1.0,120.0,Normal,NULL,100.0,0.0,50,Scarlet,110,100,75,59,80,65,489,2,0,0,0,0,0,2,100,Medium Fast,1000000,Field,NULL,15
916,Oinkologne,Female,NULL,1.0,120.0,Normal,NULL,0.0,100.0,50,Scarlet,115,90,70,59,90,65,489,2,0,0,0,0,0,2,100,Medium Fast,1000000,Field,NULL,15
917,Tarountula,NULL,NULL,0.3,4.0,Bug,NULL,50.0,50.0,50,Scarlet,35,41,45,29,40,20,210,0,0,1,0,0,0,1,255,Erratic,600000,Bug,NULL,15
918,Spidops,NULL,NULL,1.0,16.5,Bug,NULL,50.0,50.0,50,Scarlet,60,79,92,52,86,35,404,0,0,2,0,0,0,2,120,Erratic,600000,Bug,NULL,15
919,Nymble,NULL,NULL,0.2,1.0,Bug,NULL,50.0,50.0,20,Scarlet,33,46,40,21,25,45,210,0,1,0,0,0,0,1,190,Medium Fast,1000000,Bug,NULL,20
920,Lokix,NULL,NULL,1.0,17.5,Bug,Dark,50.0,50.0,0,Scarlet,71,102,78,52,55,92,450,0,2,0,0,0,0,2,30,Medium Fast,1000000,Bug,NULL,20
921,Pawmi,NULL,NULL,0.3,2.5,Electric,NULL,50.0,50.0,50,Scarlet,45,50,20,40,25,60,240,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NULL,15
922,Pawmo,NULL,NULL,0.4,6.5,Electric,Fighting,50.0,50.0,50,Scarlet,60,75,40,50,40,85,350,0,0,0,0,0,2,2,80,Medium Fast,1000000,Field,NULL,15
923,Pawmot,NULL,NULL,0.9,41.0,Electric,Fighting,50.0,50.0,50,Scarlet,70,115,70,70,60,105,490,0,3,0,0,0,0,3,45,Medium Fast,1000000,Field,NULL,15
924,Tandemaus,NULL,NULL,0.3,1.8,Normal,NULL,0.0,0.0,50,Scarlet,50,50,45,40,45,75,305,0,0,0,0,0,1,1,150,Fast,800000,Field,Fairy,10
925,Maushold,NULL,NULL,0.3,2.8,Normal,NULL,0.0,0.0,50,Scarlet,74,75,70,65,75,111,470,0,0,0,0,0,2,2,75,Fast,800000,Field,Fairy,10
925,Maushold,Family of Three,NULL,0.3,2.3,Normal,NULL,0.0,0.0,50,Scarlet,74,75,70,65,75,111,470,0,0,0,0,0,2,2,75,Fast,800000,Field,Fairy,10
926,Fidough,NULL,NULL,0.3,10.9,Fairy,NULL,50.0,50.0,50,Scarlet,37,55,70,30,55,65,312,0,0,0,0,0,1,1,190,Medium Slow,1059860,Field,Mineral,20
927,Dachsbun,NULL,NULL,0.5,14.9,Fairy,NULL,50.0,50.0,50,Scarlet,57,80,115,50,80,95,477,0,0,0,0,0,2,2,90,Medium Slow,1059860,Field,Mineral,20
928,Smoliv,NULL,NULL,0.3,6.5,Grass,Normal,50.0,50.0,50,Scarlet,41,35,45,58,51,30,260,0,0,0,1,0,0,1,255,Medium Slow,1059860,Grass,NULL,20
929,Dolliv,NULL,NULL,0.6,11.9,Grass,Normal,50.0,50.0,50,Scarlet,52,53,60,78,78,33,354,0,0,0,2,0,0,2,120,Medium Slow,1059860,Grass,NULL,20
930,Arboliva,NULL,NULL,1.4,48.2,Grass,Normal,50.0,50.0,50,Scarlet,78,69,90,125,109,39,510,0,0,0,3,0,0,3,45,Medium Slow,1059860,Grass,NULL,20
931,Squawkabilly,NULL,NULL,0.6,2.4,Normal,Flying,50.0,50.0,50,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,Erratic,600000,Flying,NULL,15
931,Squawkabilly,Blue Plumage,NULL,0.6,2.4,Normal,Flying,50.0,50.0,50,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,Erratic,600000,Flying,NULL,15
931,Squawkabilly,Yellow Plumage,NULL,0.6,2.4,Normal,Flying,50.0,50.0,50,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,Erratic,600000,Flying,NULL,15
931,Squawkabilly,White Plumage,NULL,0.6,2.4,Normal,Flying,50.0,50.0,50,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,Erratic,600000,Flying,NULL,15
932,Nacli,NULL,NULL,0.4,16.0,Rock,NULL,50.0,50.0,50,Scarlet,55,55,75,35,35,25,280,0,0,1,0,0,0,1,255,Medium Slow,1059860,Mineral,NULL,20
933,Naclstack,NULL,NULL,0.6,105.0,Rock,NULL,50.0,50.0,50,Scarlet,60,60,100,35,65,35,355,0,0,2,0,0,0,2,120,Medium Slow,1059860,Mineral,NULL,20
934,Garganacl,NULL,NULL,2.3,240.0,Rock,NULL,50.0,50.0,50,Scarlet,100,100,130,45,90,35,500,0,0,3,0,0,0,3,45,Medium Slow,1059860,Mineral,NULL,20
935,Charcadet,NULL,NULL,0.6,10.5,Fire,NULL,50.0,50.0,50,Scarlet,40,50,40,50,40,35,255,0,0,0,1,0,0,1,90,Slow,1250000,Human-Like,NULL,35
936,Armarouge,NULL,NULL,1.5,85.0,Fire,Psychic,50.0,50.0,0,Scarlet,85,60,100,125,80,75,525,0,0,0,2,0,0,2,25,Slow,1250000,Human-Like,NULL,35
937,Ceruledge,NULL,NULL,1.6,62.0,Fire,Ghost,50.0,50.0,0,Scarlet,75,125,80,60,100,85,525,0,2,0,0,0,0,2,25,Slow,1250000,Human-Like,NULL,35
938,Tadbulb,NULL,NULL,0.3,0.4,Electric,NULL,50.0,50.0,50,Scarlet,61,31,41,59,35,45,272,1,0,0,0,0,0,1,190,Medium Fast,1000000,Water 1,NULL,20
939,Bellibolt,NULL,NULL,1.2,113.0,Electric,NULL,50.0,50.0,50,Scarlet,109,64,91,103,83,45,495,2,0,0,0,0,0,2,50,Medium Fast,1000000,Water 1,NULL,20
940,Wattrel,NULL,NULL,0.4,3.6,Electric,Flying,50.0,50.0,50,Scarlet,40,40,35,55,40,70,280,0,0,0,0,0,1,1,180,Medium Slow,1059860,Water 1,Flying,20
941,Kilowattrel,NULL,NULL,1.4,38.6,Electric,Flying,50.0,50.0,50,Scarlet,70,70,60,105,60,125,490,0,0,0,0,0,2,2,90,Medium Slow,1059860,Water 1,Flying,20
942,Maschiff,NULL,NULL,0.5,16.0,Dark,NULL,50.0,50.0,50,Scarlet,60,78,60,40,51,51,340,0,1,0,0,0,0,1,150,Medium Slow,1059860,Field,NULL,20
943,Mabosstiff,NULL,NULL,1.1,61.0,Dark,NULL,50.0,50.0,50,Scarlet,80,120,90,60,70,85,505,0,2,0,0,0,0,2,75,Medium Slow,1059860,Field,NULL,20
944,Shroodle,NULL,NULL,0.2,0.7,Poison,Normal,50.0,50.0,50,Scarlet,40,65,35,40,35,75,290,0,0,0,0,0,1,1,190,Medium Slow,1059860,Field,NULL,20
945,Grafaiai,NULL,NULL,0.7,27.2,Poison,Normal,50.0,50.0,50,Scarlet,63,95,65,80,72,110,485,0,0,0,0,0,2,2,90,Medium Slow,1059860,Field,NULL,20
946,Bramblin,NULL,NULL,0.6,0.6,Grass,Ghost,50.0,50.0,50,Scarlet,40,65,30,45,35,60,275,0,1,0,0,0,0,1,190,Medium Fast,1000000,Grass,NULL,20
947,Brambleghast,NULL,NULL,1.2,6.0,Grass,Ghost,50.0,50.0,50,Scarlet,55,115,70,80,70,90,480,0,2,0,0,0,0,2,45,Medium Fast,1000000,Grass,NULL,20
948,Toedscool,NULL,NULL,0.9,33.0,Ground,Grass,50.0,50.0,50,Scarlet,40,40,35,50,100,70,335,0,0,0,0,1,0,1,190,Medium Slow,1059860,Grass,NULL,20
949,Toedscruel,NULL,NULL,1.9,58.0,Ground,Grass,50.0,50.0,50,Scarlet,80,70,65,80,120,100,515,0,0,0,0,2,0,2,90,Medium Slow,1059860,Grass,NULL,20
950,Klawf,NULL,NULL,1.3,79.0,Rock,NULL,50.0,50.0,50,Scarlet,70,100,115,35,55,75,450,0,0,2,0,0,0,2,120,Medium Fast,1000000,Water 3,NULL,35
951,Capsakid,NULL,NULL,0.3,3.0,Grass,NULL,50.0,50.0,50,Scarlet,50,62,40,62,40,50,304,0,1,0,0,0,0,1,190,Medium Fast,1000000,Grass,NULL,20
952,Scovillain,NULL,NULL,0.9,15.0,Grass,Fire,50.0,50.0,50,Scarlet,65,108,65,108,65,75,486,0,2,0,0,0,0,2,50,Medium Fast,1000000,Grass,NULL,20
953,Rellor,NULL,NULL,0.2,1.0,Bug,NULL,50.0,50.0,50,Scarlet,41,50,60,31,58,30,270,0,0,1,0,0,0,1,190,Fast,800000,Bug,NULL,20
954,Rabsca,NULL,NULL,0.3,3.5,Bug,Psychic,50.0,50.0,50,Scarlet,75,50,85,115,100,45,470,0,0,0,2,0,0,2,45,Fast,800000,Bug,NULL,20
955,Flittle,NULL,NULL,0.2,1.5,Psychic,NULL,50.0,50.0,50,Scarlet,30,35,30,55,30,75,255,0,0,0,0,0,1,1,120,Medium Slow,1059860,Flying,NULL,20
956,Espathra,NULL,NULL,1.9,90.0,Psychic,NULL,50.0,50.0,50,Scarlet,95,60,60,101,60,105,481,0,0,0,0,0,2,2,60,Medium Slow,1059860,Flying,NULL,20
957,Tinkatink,NULL,NULL,0.4,8.9,Fairy,Steel,0.0,100.0,50,Scarlet,50,45,45,35,64,58,297,0,0,0,0,1,0,1,190,Medium Slow,1059860,Fairy,NULL,20
958,Tinkatuff,NULL,NULL,0.7,59.1,Fairy,Steel,0.0,100.0,50,Scarlet,65,55,55,45,82,78,380,0,0,0,0,2,0,2,90,Medium Slow,1059860,Fairy,NULL,20
959,Tinkaton,NULL,NULL,0.7,112.8,Fairy,Steel,0.0,100.0,50,Scarlet,85,75,77,70,105,94,506,0,0,0,0,3,0,3,45,Medium Slow,1059860,Fairy,NULL,20
960,Wiglett,NULL,NULL,1.2,1.8,Water,NULL,50.0,50.0,50,Scarlet,10,55,25,35,25,95,245,0,0,0,0,0,1,1,255,Medium Fast,1000000,Water 3,NULL,20
961,Wugtrio,NULL,NULL,1.2,5.4,Water,NULL,50.0,50.0,50,Scarlet,35,100,50,50,70,120,425,0,0,0,0,0,2,2,50,Medium Fast,1000000,Water 3,NULL,20
962,Bombirdier,NULL,NULL,1.5,42.9,Flying,Dark,50.0,50.0,50,Scarlet,70,103,85,60,85,82,485,0,2,0,0,0,0,2,25,Slow,1250000,Flying,NULL,35
963,Finizen,NULL,NULL,1.3,60.2,Water,NULL,50.0,50.0,50,Scarlet,70,45,40,45,40,75,315,0,0,0,0,0,1,1,200,Slow,1250000,Field,Water 2,40
964,Palafin,NULL,NULL,1.3,60.2,Water,NULL,50.0,50.0,50,Scarlet,100,70,72,53,62,100,457,2,0,0,0,0,0,2,45,Slow,1250000,Field,Water 2,40
964,Palafin,Hero,NULL,1.8,97.4,Water,NULL,50.0,50.0,50,Scarlet,100,160,97,106,87,100,650,2,0,0,0,0,0,2,45,Slow,1250000,Field,Water 2,40
965,Varoom,NULL,NULL,1.0,35.0,Steel,Poison,50.0,50.0,50,Scarlet,45,70,63,30,45,47,300,0,1,0,0,0,0,1,190,Medium Fast,1000000,Mineral,NULL,20
966,Revavroom,NULL,NULL,1.8,120.0,Steel,Poison,50.0,50.0,50,Scarlet,80,119,90,54,67,90,500,0,2,0,0,0,0,2,75,Medium Fast,1000000,Mineral,NULL,20
967,Cyclizar,NULL,NULL,1.6,63.0,Dragon,Normal,50.0,50.0,50,Scarlet,70,95,65,85,65,121,501,0,0,0,0,0,2,2,190,Medium Slow,1059860,Field,NULL,30
968,Orthworm,NULL,NULL,2.5,310.0,Steel,NULL,50.0,50.0,50,Scarlet,70,85,145,60,55,65,480,0,0,2,0,0,0,2,25,Slow,1250000,Field,NULL,35
969,Glimmet,NULL,NULL,0.7,8.0,Rock,Poison,50.0,50.0,50,Scarlet,48,35,42,105,60,60,350,0,0,0,1,0,0,1,70,Medium Slow,1059860,Mineral,NULL,30
970,Glimmora,NULL,NULL,1.5,45.0,Rock,Poison,50.0,50.0,50,Scarlet,83,55,90,130,81,86,525,0,0,0,2,0,0,2,25,Medium Slow,1059860,Mineral,NULL,30
971,Greavard,NULL,NULL,0.6,35.0,Ghost,NULL,50.0,50.0,50,Scarlet,50,61,60,30,55,34,290,0,1,0,0,0,0,1,120,Medium Slow,1059860,Field,NULL,20
972,Houndstone,NULL,NULL,2.0,15.0,Ghost,NULL,50.0,50.0,50,Scarlet,72,101,100,50,97,68,488,0,2,0,0,0,0,2,60,Medium Slow,1059860,Field,NULL,20
973,Flamigo,NULL,NULL,1.6,37.0,Flying,Fighting,50.0,50.0,50,Scarlet,82,115,74,75,64,90,500,0,2,0,0,0,0,2,100,Medium Slow,1059860,Flying,NULL,20
974,Cetoddle,NULL,NULL,1.2,45.0,Ice,NULL,50.0,50.0,50,Scarlet,108,68,45,30,40,43,334,1,0,0,0,0,0,1,150,Medium Slow,1059860,Field,NULL,25
975,Cetitan,NULL,NULL,4.5,700.0,Ice,NULL,50.0,50.0,50,Scarlet,170,113,65,45,55,73,521,2,0,0,0,0,0,2,50,Medium Slow,1059860,Field,NULL,25
976,Veluza,NULL,NULL,2.5,90.0,Water,Psychic,50.0,50.0,50,Scarlet,90,102,73,78,65,70,478,0,2,0,0,0,0,2,100,Fast,800000,Water 2,NULL,20
977,Dondozo,NULL,NULL,12.0,220.0,Water,NULL,50.0,50.0,50,Scarlet,150,100,115,65,65,35,530,3,0,0,0,0,0,3,25,Slow,1250000,Water 2,NULL,40
978,Tatsugiri,NULL,NULL,0.3,8.0,Dragon,Water,50.0,50.0,50,Scarlet,68,50,60,120,95,82,475,0,0,0,2,0,0,2,100,Medium Slow,1059860,Water 2,NULL,35
978,Tatsugiri,Droppy,NULL,0.3,8.0,Dragon,Water,50.0,50.0,50,Scarlet,68,50,60,120,95,82,475,0,0,0,2,0,0,2,100,Medium Slow,1059860,Water 2,NULL,35
978,Tatsugiri,Stretchy,NULL,0.3,8.0,Dragon,Water,50.0,50.0,50,Scarlet,68,50,60,120,95,82,475,0,0,0,2,0,0,2,100,Medium Slow,1059860,Water 2,NULL,35
979,Annihilape,NULL,NULL,1.2,56.0,Fighting,Ghost,50.0,50.0,50,Scarlet,110,115,80,50,90,90,535,0,3,0,0,0,0,3,45,Medium Fast,1000000,Field,NULL,20
980,Clodsire,NULL,NULL,1.8,223.0,Poison,Ground,50.0,50.0,50,Scarlet,130,75,60,45,100,20,430,2,0,0,0,0,0,2,90,Medium Fast,1000000,Water 1,Field,20
981,Farigiraf,NULL,NULL,3.2,160.0,Normal,Psychic,50.0,50.0,50,Scarlet,120,90,70,110,70,60,520,3,0,0,0,0,0,3,45,Medium Fast,1000000,Field,NULL,20
982,Dudunsparce,NULL,NULL,3.6,39.2,Normal,NULL,50.0,50.0,50,Scarlet,125,100,80,85,75,55,520,2,0,0,0,0,0,2,45,Medium Fast,1000000,Field,NULL,20
